"Index","Anomaly_Score"
92,0.1663652382732
44,0.406870838105673
159,0.202112291480785
196,0.221541302761419
149,0.194896676362416
29,0.080374638447538
164,0.136827511050022
88,0.0741707689501325
11,0.070778672723099
118,0.0702269718050957
122,0.186805794355307
127,0.191572094061465
9,0.0924854597542435
32,0.0810321011207992
200,0.0808352528885014
26,0.0762681839801371
5,0.0818840375170111
137,0.0814332447387277
146,0.0962983141839506
156,0.0812429533153768
