"Index","Anomaly_Score"
92,0.136325881080928
44,0.349099417626852
196,0.155779786264712
159,0.164447065574801
149,0.144332025264629
29,0.0635708617977798
164,0.126651685389451
11,0.0562567901983849
127,0.150092919199454
88,0.0605231230147159
118,0.0620050038583577
122,0.176031526821651
163,0.0611638210993259
58,0.0738124839961556
175,0.0610896312817931
5,0.0663613297138362
160,0.0633259426616131
150,0.188340583772928
156,0.0592289511486884
195,0.0625245764665305
